state,Total_Premium_Number_of_Beneficiaries,Total_Premium_Amount,Standard_Base_Premium_Number_of_Beneficiaries,Standard_Base_Premium_Amount,Reduced_Base_Premium_Number_of_Beneficiaries,Reduced_Base_Premium_Amount,Rndrng_Prvdr_State_Abrvtn,Mean_Discharge,Mean_Covered,Mean_Total_Payment,Mean_Medicare_Payment,Medicare_Coverage
MS,5735,29309290,4837,26585984,898,2715552,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
MT,830,4201428,683,3753310,147,443268,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
NY,129583,680181850,116532,640457582,13051,39466728,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
NC,7824,40746415,6884,37832632,940,2843316,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
ND,97,479518,75,409910,22,66528,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
NE,137,694639,111,608224,26,79380,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
NH,238,1200758,188,1032790,50,149940,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
NJ,18821,102073878,17246,94785848,1575,4761540,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
NM,590,3010253,482,2646782,108,326592,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
NV,6848,35766563,6069,33352934,780,2357208,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
OH,14924,77138312,12342,67829800,2583,7810236,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
OK,2604,13293681,2183,11998226,421,1274112,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
OR,8361,43467279,7338,40331480,1023,3092544,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
PA,27711,144610451,24554,134948784,3157,9545760,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
RI,1432,7402616,1239,6810460,193,583128,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
SC,2102,10833081,1793,9851580,309,934668,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
SD,1526,8081001,1401,7700354,125,377748,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
TN,8002,40909467,6743,37058154,1259,3806460,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
TX,57781,297959356,49706,273181428,8076,24420564,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
UT,235,1174401,182,1001646,53,160020,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
VA,6382,34148479,5822,32000002,560,1693188,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
VT,857,4347276,709,3896664,148,448056,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
WA,25715,135711388,23390,128549608,2325,7031808,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
WI,7115,36780395,6165,33881466,950,2872548,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
WV,4671,24037269,4007,22020182,664,2007936,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
WY,189,950935,154,843636,35,106596,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
AL,2491,12871090,2104,11564500,387,1171044,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
AK,663,3367444,549,3016388,114,344736,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
AR,2373,12149056,2009,11042380,364,1099980,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
AZ,4108,21492618,3556,19544692,552,1668240,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
CA,187725,1007115990,174128,957008862,13597,41117580,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
CO,1034,5127638,784,4307032,250,756756,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
CT,2719,14153816,2367,13009490,352,1063692,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
DC,2056,10285159,1637,8996952,419,1267056,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
DE,745,3870883,651,3575606,95,286776,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
FL,105020,554796546,95729,526124294,9291,28097244,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
GA,2516,12926156,2112,11605720,405,1223208,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
HI,3692,19060239,3184,17497432,508,1535940,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
IA,3084,15842890,2630,14452648,455,1374912,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
ID,566,2899939,477,2619760,89,269388,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
IL,5274,27170180,4455,24486512,819,2476404,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
IN,1830,9357238,1536,8442314,294,888804,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
KS,751,3934384,661,3631940,91,273672,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
KY,1138,5899966,986,5417682,152,460404,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
LA,9771,49690226,8135,44711334,1636,4947012,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
MA,33900,179392165,30984,170289438,2916,8817732,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
MD,17133,90513865,15609,85785232,1525,4610088,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
ME,304,1483355,222,1222402,82,246456,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
MI,27286,142034128,24053,132195746,3233,9777348,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
MN,10537,55954626,9730,53475622,807,2440620,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
MO,1728,9052735,1517,8339722,211,637812,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
MS,5735,29309290,4837,26585984,898,2715552,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
MT,830,4201428,683,3753310,147,443268,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
NY,129583,680181850,116532,640457582,13051,39466728,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
NC,7824,40746415,6884,37832632,940,2843316,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
ND,97,479518,75,409910,22,66528,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
NE,137,694639,111,608224,26,79380,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
NH,238,1200758,188,1032790,50,149940,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
NJ,18821,102073878,17246,94785848,1575,4761540,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
NM,590,3010253,482,2646782,108,326592,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
NV,6848,35766563,6069,33352934,780,2357208,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
OH,14924,77138312,12342,67829800,2583,7810236,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
OK,2604,13293681,2183,11998226,421,1274112,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
OR,8361,43467279,7338,40331480,1023,3092544,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
PA,27711,144610451,24554,134948784,3157,9545760,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
RI,1432,7402616,1239,6810460,193,583128,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
SC,2102,10833081,1793,9851580,309,934668,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
SD,1526,8081001,1401,7700354,125,377748,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
TN,8002,40909467,6743,37058154,1259,3806460,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
TX,57781,297959356,49706,273181428,8076,24420564,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
UT,235,1174401,182,1001646,53,160020,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
VA,6382,34148479,5822,32000002,560,1693188,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
VT,857,4347276,709,3896664,148,448056,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
WA,25715,135711388,23390,128549608,2325,7031808,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
WI,7115,36780395,6165,33881466,950,2872548,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
WV,4671,24037269,4007,22020182,664,2007936,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
WY,189,950935,154,843636,35,106596,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
AL,2491,12871090,2104,11564500,387,1171044,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
AK,663,3367444,549,3016388,114,344736,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
AR,2373,12149056,2009,11042380,364,1099980,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
AZ,4108,21492618,3556,19544692,552,1668240,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
CA,187725,1007115990,174128,957008862,13597,41117580,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
CO,1034,5127638,784,4307032,250,756756,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
CT,2719,14153816,2367,13009490,352,1063692,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
DC,2056,10285159,1637,8996952,419,1267056,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
DE,745,3870883,651,3575606,95,286776,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
FL,105020,554796546,95729,526124294,9291,28097244,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
GA,2516,12926156,2112,11605720,405,1223208,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
HI,3692,19060239,3184,17497432,508,1535940,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
IA,3084,15842890,2630,14452648,455,1374912,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
ID,566,2899939,477,2619760,89,269388,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
IL,5274,27170180,4455,24486512,819,2476404,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
IN,1830,9357238,1536,8442314,294,888804,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
KS,751,3934384,661,3631940,91,273672,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
KY,1138,5899966,986,5417682,152,460404,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
LA,9771,49690226,8135,44711334,1636,4947012,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
MA,33900,179392165,30984,170289438,2916,8817732,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
MD,17133,90513865,15609,85785232,1525,4610088,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
ME,304,1483355,222,1222402,82,246456,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
MI,27286,142034128,24053,132195746,3233,9777348,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
MN,10537,55954626,9730,53475622,807,2440620,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
MO,1728,9052735,1517,8339722,211,637812,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
MS,5735,29309290,4837,26585984,898,2715552,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
MT,830,4201428,683,3753310,147,443268,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
NY,129583,680181850,116532,640457582,13051,39466728,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
NC,7824,40746415,6884,37832632,940,2843316,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
ND,97,479518,75,409910,22,66528,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
NE,137,694639,111,608224,26,79380,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
NH,238,1200758,188,1032790,50,149940,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
NJ,18821,102073878,17246,94785848,1575,4761540,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
NM,590,3010253,482,2646782,108,326592,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
NV,6848,35766563,6069,33352934,780,2357208,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
OH,14924,77138312,12342,67829800,2583,7810236,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
OK,2604,13293681,2183,11998226,421,1274112,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
OR,8361,43467279,7338,40331480,1023,3092544,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
PA,27711,144610451,24554,134948784,3157,9545760,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
RI,1432,7402616,1239,6810460,193,583128,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
SC,2102,10833081,1793,9851580,309,934668,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
SD,1526,8081001,1401,7700354,125,377748,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
TN,8002,40909467,6743,37058154,1259,3806460,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
TX,57781,297959356,49706,273181428,8076,24420564,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
